gauge_id elev_gauge elev_mean slope_mean area
34770000 90.00000 391.58570 28.10130 43338.10000
34789000 66.00000 361.72320 27.54620 51466.67000
34879500 16.00000 375.83760 26.63110 300471.00000
34930000 97.00000 161.98030 10.83220 4700.51200
34940000 60.00000 150.83640 10.89240 11256.86000
34980000 25.00000 201.15720 17.75530 21792.43000
35235000 110.00000 297.28330 31.88120 3702.39900
35240000 146.00000 358.38640 50.84360 1542.99400
35258000 151.00000 334.38470 41.95440 2378.05900
35260000 88.00000 307.40800 38.52620 2814.46800
35263000 110.00000 274.48800 52.51810 585.28450
35740000 177.00000 530.67120 90.26060 221.58440
35830000 121.00000 250.54670 37.27370 1629.97000
36020000 340.00000 491.37950 22.56710 5804.53800
36045000 311.00000 575.76830 27.43620 3411.95200
36125000 246.00000 557.48430 39.40420 3532.89300
36130000 239.00000 541.52500 39.91000 5953.49000
36160000 217.00000 503.36390 31.58910 20477.87000
36210000 337.00000 531.19900 45.73430 1275.88200
36250000 334.00000 618.75650 27.81510 4284.85600
36290000 152.00000 463.95060 32.42210 12472.62000
36320000 118.00000 457.61230 31.96090 39537.25000
36390000 37.00000 407.83960 30.53480 48353.43000
36580000 51.00000 328.64630 31.72380 17260.33000
37220000 266.00000 486.72100 46.85860 1105.35100
37380000 209.00000 457.28390 39.06410 8566.27700
37410000 173.00000 404.91940 35.90500 15163.72000
37470000 137.00000 375.75960 35.96030 21635.87000
37710150 26.00000 344.23990 34.93780 38124.41000
38650000 131.00000 482.85140 32.52400 2184.54500
38790000 17.00000 304.99080 36.68540 2796.88100
38830000 442.00000 607.48670 25.60940 5025.03200
38860000 327.00000 555.79370 21.47590 13680.13000
39084010 66.00000 272.35170 37.77840 687.32980
39084020 18.00000 199.35300 31.41490 1235.13800
39100000 437.00000 626.43760 56.27910 1562.69500
39130000 366.00000 597.17860 53.43330 2456.72400
39140000 220.00000 525.59850 47.76600 4923.18400
39145000 142.00000 496.40760 46.95000 5609.09300
39150000 72.00000 466.30690 45.04190 6223.86100
39170000 144.00000 290.67830 49.03070 266.27210
39185000 52.00000 424.83690 43.28180 7291.78300
39187800 41.00000 423.15820 43.19060 7326.81600
39360000 278.00000 686.52170 45.35180 2932.41700
39480000 62.00000 354.04750 41.25220 1312.68300
39540000 386.00000 631.34180 32.15800 2609.62400
39560000 110.00000 553.79250 42.89120 4933.94700
39580000 72.00000 292.54170 40.32200 742.42620
39760000 84.00000 538.07730 46.55300 3317.20600
39770000 49.00000 509.59300 46.17850 3579.76600
39870000 56.00000 499.55770 41.54250 2590.34800
40025000 760.00000 1103.60450 95.50540 310.51120
40037000 738.00000 1013.76970 61.39740 769.64480
40040000 750.00000 849.12500 38.18360 243.96650
40050000 638.00000 874.72170 46.41480 5367.49500
40053000 648.00000 778.48330 42.29660 300.66430
40060001 673.00000 980.40510 56.86840 569.74090
40100000 619.00000 788.15240 38.39480 13864.51000
40150000 734.00000 938.96810 53.25720 2507.07700
40170000 736.00000 846.47040 42.69290 1064.49400
40185000 704.00000 850.80660 43.09710 1947.98100
40330000 644.00000 864.89430 47.08010 7377.73500
40500000 604.00000 687.08870 31.09190 781.56160
40549998 877.00000 1004.55170 40.79820 462.53360
40579995 876.00000 1020.96680 49.70360 573.23030
40680000 865.00000 1000.75950 36.42710 496.13870
40710000 810.00000 1002.33680 45.94010 2792.96700
40740000 749.00000 993.70910 52.06160 4152.99200
40800001 931.00000 968.33320 52.44570 5782.51300
40810350 897.00000 978.25930 69.00000 10.83350
40810800 828.00000 951.52650 74.71520 56.77990
40811100 781.00000 929.43740 70.52000 110.57970
40822995 912.00000 918.29480 66.88710 116.44890
40823500 741.00000 892.62000 62.30940 166.46370
40850000 664.00000 911.96860 49.05880 8809.33500
40975000 713.00000 892.31420 40.91620 966.77600
41050000 745.00000 915.21140 45.86800 1190.01300
41135000 484.00000 793.42740 39.36780 62730.28000
41199998 735.00000 1114.33240 81.03890 1536.88000
41260000 681.00000 988.96860 69.17400 3703.26100
41300000 758.00000 1018.22290 77.14180 622.68360
41380000 648.00000 840.53920 52.06060 559.97380
41410000 624.00000 908.14720 60.10420 7094.99100
41440005 681.00000 794.69950 37.85670 241.44850
41539998 647.00000 776.98890 38.39060 471.82710
41650002 551.00000 836.03690 50.48670 10700.89000
41685000 553.00000 641.22900 23.60570 823.33580
41780002 585.00000 1031.70670 70.99640 3945.63500
41818000 527.00000 864.03390 53.94870 16679.68000
41890000 552.00000 904.52150 67.71810 1420.26400
41990000 492.00000 843.71490 52.87410 26613.62000
42089998 585.00000 799.21100 44.18430 4362.93300
42100000 613.00000 874.97170 56.05200 534.80290
42187000 704.00000 850.51760 29.60830 1308.91100
42210000 477.00000 796.00620 42.31790 107767.40000
42250000 596.00000 752.22430 58.40180 465.90880
42255000 623.00000 787.67000 46.56490 247.91500
42257000 535.00000 696.84170 41.07990 2020.18600
42290000 521.00000 679.84330 36.71910 7787.90800
42395000 515.00000 698.81560 33.92730 12913.24000
42440000 569.00000 769.55550 51.87480 557.82290
42490000 563.00000 877.57600 32.37940 5316.79600
42540000 550.00000 854.82800 32.74510 5868.84100
42546000 663.00000 817.65440 34.13020 563.52960
42690001 493.00000 702.63610 30.94110 30197.51000
42750000 493.00000 696.60520 30.84350 33528.03000
42840000 769.00000 887.15120 33.83150 202.81340
42930000 485.00000 700.64640 30.04130 40965.95000
43200000 480.00000 763.17040 38.17900 155090.20000
43300000 536.00000 883.77920 46.90110 3125.49400
43670000 490.00000 756.97240 37.96460 18425.53000
43675000 531.00000 783.42140 29.19610 2281.45700
43880000 482.00000 737.07100 34.97270 23604.39000
44200000 456.00000 753.18550 37.05160 185185.00000
44250000 506.00000 690.16460 22.46500 3231.53600
44290002 456.00000 746.48330 36.25910 196049.60000
44500000 446.00000 741.20660 35.75140 204924.40000
44540000 478.00000 634.75890 27.18350 630.18690
44670000 471.00000 662.94240 31.20990 12264.69000
45131000 488.00000 753.97670 23.39050 6069.80100
45170001 505.00000 733.85830 21.39940 5823.40900
45210000 469.00000 738.24990 22.54240 12581.74000
45220000 519.00000 736.45720 20.02650 2372.74000
45260000 449.00000 723.83710 22.38340 16284.56000
45298000 442.00000 723.80260 34.27660 256995.20000
45480000 428.00000 712.66030 33.46550 275269.10000
45590000 576.00000 794.46230 13.92130 3880.30900
45770000 491.00000 797.53990 15.94470 5680.92400
45840000 602.00000 790.01610 16.14020 7047.74300
45880000 459.00000 762.84810 18.17140 9453.06500
45910001 439.00000 764.76860 16.48040 29484.01000
45960001 439.00000 756.73920 17.04100 30996.37000
46035000 422.00000 713.48020 31.51550 312707.10000
46105000 423.00000 708.45860 31.28810 321332.30000
46360000 433.00000 707.61510 32.88340 351975.40000
46455000 529.00000 796.18520 9.77290 6270.94300
46570000 725.00000 807.52570 5.97260 2691.48600
46610000 447.00000 759.56840 14.87330 32877.42000
46650000 434.00000 741.55900 16.01750 35821.92000
46770000 508.00000 737.53770 16.35300 6926.20000
46830000 441.00000 696.42220 21.06030 18301.11000
46902000 412.00000 680.67370 14.97480 46360.12000
47480000 441.00000 871.95810 30.50020 9270.72800
48020000 358.00000 678.89370 29.07360 525840.70000
48290000 345.00000 671.13030 28.61110 545413.30000
48590000 315.00000 663.36650 28.29960 571951.10000
49330000 21.00000 648.05530 28.05330 619185.70000
49370000 7.00000 645.19270 28.04320 623843.60000
49705000 13.00000 637.92870 28.19080 638461.70000
50040000 11.00000 155.63680 21.26280 727.84420
50047000 14.00000 119.26550 21.98010 291.79000
50146000 305.00000 486.31450 22.90700 7283.17600
50150000 259.00000 490.53260 26.28740 8678.52500
50191000 16.00000 396.77450 25.94040 15805.63000
50250000 149.00000 297.53200 28.25840 2928.94700
50290000 13.00000 245.22890 25.43550 4462.40000
50330000 420.00000 734.91730 70.17610 665.00960
50380000 339.00000 599.86710 54.03540 2855.01000
50420000 482.00000 664.46670 62.58560 1304.51500
50430000 349.00000 589.78170 54.67500 2313.33100
50465000 269.00000 509.37160 36.89050 11834.96000
50540000 125.00000 423.43900 30.31330 27982.18000
50595000 35.00000 392.74020 29.59870 35133.49000
50620000 157.00000 287.83400 24.08290 2896.08100
50660000 13.00000 239.81130 24.02330 4393.69300
50720000 153.00000 241.26860 17.66190 1209.65500
50730000 181.00000 269.85520 27.85190 529.04320
50740000 117.00000 217.05260 43.42790 460.03000
50755000 68.00000 213.59550 28.23570 3192.06900
50785000 43.00000 189.60120 26.69270 4485.95800
50795000 31.00000 184.36410 26.26440 4703.06200
51060100 16.00000 193.06180 23.15040 397.90960
51120000 358.00000 1139.56420 62.01240 2344.32900
51140000 375.00000 963.34480 53.05790 6181.84400
51170000 363.00000 709.56130 36.10750 2803.36600
51230000 325.00000 671.45760 62.69390 2102.94700
51240000 309.00000 830.51010 52.32540 16417.18000
51280000 229.00000 723.56020 53.58620 22760.99000
51330000 175.00000 652.39630 48.49240 32018.47000
51350000 146.00000 599.88030 44.82490 37863.95000
51430000 302.00000 639.52300 33.83380 5040.75100
51440000 216.00000 539.67540 27.40880 7131.01200
51460000 132.00000 432.64880 25.02300 11566.03000
51560000 39.00000 193.94200 26.24840 1348.28000
51685000 142.00000 595.46220 57.27970 6475.22100
51750000 164.00000 325.58160 59.59240 273.82610
51795000 14.00000 225.24060 38.11310 1146.49200
51820000 142.00000 334.01040 63.85210 1096.17000
51840000 424.00000 699.70190 48.60540 355.44350
51870000 171.00000 568.60950 67.85640 832.62960
51940000 132.00000 269.96380 42.48090 269.72420
52050000 481.00000 1027.39280 108.35010 2266.14000
52370000 376.00000 715.33040 41.89450 7934.54600
52404000 275.00000 698.39920 53.64120 29678.15000
52405000 252.00000 687.22160 54.00330 32611.95000
52570000 192.00000 654.66520 55.77750 40498.39000
52680000 131.00000 636.37890 59.41030 46547.88000
52695000 124.00000 629.57850 59.28930 47309.42000
52760000 182.00000 649.52930 74.93760 2726.18100
52790000 90.00000 473.69790 67.92000 5246.77300
52831000 64.00000 602.94790 60.09960 54049.87000
53050000 87.00000 334.35410 114.97700 611.73370
53091000 44.00000 237.99550 76.06480 1197.49600
53125000 183.00000 300.15080 53.51370 831.63280
53140000 104.00000 269.18560 55.36980 2272.23500
53160000 119.00000 310.16450 68.46410 1021.83300
53170000 63.00000 266.53410 58.45650 3890.13100
53180000 65.00000 262.88480 57.86440 3993.09600
53540001 662.00000 889.88640 46.26940 11241.55000
53620000 630.00000 882.92780 44.97110 12923.24000
53630000 504.00000 867.19990 43.21880 16339.08000
53650000 345.00000 857.20490 43.88520 18414.00000
53780000 255.00000 680.58290 55.75000 2831.02200
53880000 81.00000 722.55820 49.07460 29232.21000
53950000 28.00000 704.66020 50.61180 30473.57000
54010005 607.00000 929.82220 72.29720 7700.04500
54110002 693.00000 927.27610 57.45380 4041.09500
54150000 339.00000 882.52560 71.72360 16090.64000
54165000 637.00000 846.27410 51.05640 2285.91600
54195000 315.00000 837.92610 68.17630 23458.67000
54230000 624.00000 878.89550 65.75260 2856.73400
54260000 684.00000 868.22790 63.53960 6935.86400
54300000 499.00000 857.38860 63.67350 1085.36600
54390000 326.00000 824.27500 62.12180 10816.26000
54485000 331.00000 800.80370 75.67090 1188.58000
54500000 286.00000 785.94140 64.77220 16002.50000
54580000 239.00000 790.89730 68.91910 45598.76000
54590000 358.00000 779.80740 81.67270 1327.05500
54710000 208.00000 780.05440 71.01960 50603.99000
54730005 262.00000 641.72310 93.77390 1893.52800
54770000 213.00000 726.63290 80.93880 2817.88400
54780000 160.00000 744.89910 74.20550 62785.33000
54950000 44.00000 709.84110 73.05290 68283.32000
55330000 198.00000 592.45710 78.14640 941.59900
55340000 33.00000 382.63980 74.20140 2764.48100
55360000 111.00000 444.85270 60.64670 854.95790
55370000 39.00000 313.27950 59.84410 1762.95700
55380000 20.00000 295.19140 58.42300 1955.55400
55460000 163.00000 342.86460 55.93200 3233.87200
55520001 370.00000 642.39150 66.00270 2096.48200
55560000 263.00000 608.24000 74.95550 5143.98800
55610000 210.00000 458.51830 71.01960 1857.77800
55630000 168.00000 506.23680 69.73900 9211.65000
55660000 204.00000 393.31790 65.72780 1965.45100
55699998 110.00000 443.70940 63.73310 13799.12000
55790000 255.00000 471.38320 101.72270 425.14560
55895000 170.00000 441.23260 90.92780 2467.82500
55900000 204.00000 415.78950 91.37160 220.09570
55920000 110.00000 365.69160 84.40040 4172.23300
55960000 54.00000 333.18230 66.71240 11962.00000
56028000 631.00000 848.16390 52.83160 1418.38000
56055000 647.00000 801.14690 46.71750 1107.84100
56065000 674.00000 779.51540 35.02580 284.57810
56075000 593.00000 801.98370 49.90020 4277.91000
56085000 645.00000 740.28750 37.83790 334.28610
56090000 661.00000 756.41890 38.76210 327.71020
56110005 412.00000 765.98410 47.75680 6222.66300
56240000 472.00000 965.36160 83.64310 812.40910
56335001 432.00000 900.33410 81.43080 1350.73300
56415000 358.00000 725.39980 66.38470 2035.26000
56425000 266.00000 742.97210 57.40370 10092.71000
56460000 586.00000 911.92180 99.35960 620.22090
56484998 319.00000 792.76620 86.95260 1392.10000
56500000 563.00000 836.62690 105.52270 260.47790
56510000 331.00000 765.66400 87.96650 1883.26700
56539000 261.00000 697.25770 61.10270 16255.32000
56570000 250.00000 613.01680 67.93900 851.32810
56610000 629.00000 824.52890 68.09960 1152.37700
56640000 787.00000 1132.42830 129.23460 600.99640
56659998 526.00000 864.48200 80.66660 3041.86700
56696000 263.00000 817.17760 84.22500 5248.23100
56719998 246.00000 695.05160 66.55610 24330.64000
56750000 629.00000 817.05710 84.74820 304.37950
56775000 441.00000 786.43390 81.92300 4125.42200
56787000 484.00000 793.13280 84.87810 1275.02000
56800000 622.00000 802.07440 61.92350 1561.20100
56825000 211.00000 753.82380 85.40690 10226.59000
56845000 690.00000 835.35480 50.17290 1037.90400
56846000 237.00000 779.50680 73.85790 1952.03300
56850000 150.00000 689.87180 70.81690 40700.80000
56860000 490.00000 780.03110 62.91880 2598.00800
56870000 417.00000 611.97800 46.95830 618.77560
56891900 204.00000 585.01860 65.04120 9821.62200
56915500 208.00000 451.48530 64.75850 1395.79000
56920000 127.00000 640.22840 68.81660 55272.30000
56940002 148.00000 545.71530 82.38830 3159.58600
56960005 552.00000 875.65700 110.44890 1096.09000
56976000 383.00000 808.60960 101.21010 2284.01000
56978000 357.00000 797.20240 100.41860 2372.00200
56983000 470.00000 855.78590 132.70150 385.98190
56988500 235.00000 655.13720 102.68100 1416.49400
56989001 228.00000 545.90330 102.70020 1186.65000
56990000 106.00000 577.77420 99.38800 8722.91500
56990990 378.00000 762.50900 112.30240 435.61480
56991500 210.00000 697.30000 110.53590 1341.24100
56992000 82.00000 563.45990 109.93280 2167.34900
56993551 116.00000 441.24410 108.22340 897.23870
56994500 20.00000 597.07350 76.19340 76424.28000
56994510 52.00000 597.04870 76.19260 76430.10000
56995500 97.00000 300.16850 106.68010 949.55620
57040008 695.00000 794.46150 61.76890 91.36430
57130000 36.00000 838.59180 68.57420 984.06590
57170000 488.00000 911.36960 72.11460 1040.19600
57250000 561.00000 917.92780 74.59900 218.83430
57300000 17.00000 505.95910 115.56800 292.60940
57320000 44.00000 491.20580 138.67420 145.61100
57350000 513.00000 989.86090 118.55760 198.66820
57360000 665.00000 853.25820 76.33770 427.43460
57370000 604.00000 852.42050 83.25160 591.77490
57400000 349.00000 842.02280 104.58420 1034.15900
57420000 750.00000 1205.80410 138.86450 338.08990
57450000 115.00000 794.62820 106.10280 2214.35400
57460000 78.00000 704.30320 104.61040 2758.12600
57476500 487.00000 914.01870 110.98180 427.82730
57490000 116.00000 781.17360 120.30330 958.43600
57550000 72.00000 726.51360 119.00230 1429.05400
57580000 17.00000 621.81250 107.28860 5149.56500
57650000 20.00000 285.38070 107.80110 461.46930
57700000 752.00000 1071.29090 116.24630 447.26590
57720000 789.00000 1110.51320 126.97630 218.84260
57740000 596.00000 841.56650 74.89870 399.49260
57770000 307.00000 586.10980 98.87910 156.13660
57830000 68.00000 694.53540 87.61360 2792.80600
57880000 77.00000 501.69340 95.27260 368.01480
57930000 19.00000 595.62060 86.33060 3719.83100
58030000 808.00000 1154.91570 76.44790 776.80730
58040000 759.00000 1051.03370 70.58730 1938.46500
58060000 920.00000 1201.34040 75.18460 267.96150
58096000 597.00000 939.93470 67.07500 4857.68200
58099000 631.00000 938.52020 66.89050 4882.43300
58142200 568.00000 856.88970 102.09960 413.37610
58183000 537.00000 838.32540 63.27830 9623.68600
58204000 532.00000 827.29290 64.60060 10798.64000
58218000 523.00000 821.47220 64.67560 11547.42000
58220000 566.00000 911.73870 91.84350 252.67490
58235100 488.00000 823.88760 68.61010 12844.64000
58258000 441.00000 848.31490 156.07310 203.85620
58270000 415.00000 573.60600 59.30930 405.86400
58300000 386.00000 798.90670 73.59660 15880.34000
58305001 378.00000 794.26020 73.16160 16130.57000
58380001 301.00000 755.69730 71.99640 19438.27000
58405000 675.00000 1071.94140 169.68490 428.22490
58420000 766.00000 1045.26120 131.38530 701.99330
58425000 562.00000 1003.79810 127.87210 908.32550
58434000 520.00000 870.28740 119.40110 269.60710
58440000 282.00000 935.53460 129.56540 2010.28700
58470000 718.00000 872.23450 55.13330 385.36220
58480500 692.00000 817.79890 44.85650 983.40800
58500000 752.00000 1034.42370 90.42140 152.08370
58516500 523.00000 896.17020 78.47420 2244.64100
58520000 462.00000 846.55960 68.23220 3665.55300
58530000 928.00000 1354.11940 150.20850 283.10680
58535000 574.00000 1237.61220 148.53320 418.60620
58542000 555.00000 1004.20920 119.82700 342.30600
58550001 443.00000 894.91280 111.26530 1776.08300
58560000 527.00000 677.56480 62.25160 174.03330
58573000 492.00000 647.78970 73.51860 266.31030
58585000 395.00000 798.99190 96.62640 3103.39400
58610000 456.00000 645.06650 49.89100 744.75660
58620000 285.00000 772.55000 77.09190 8530.47300
58630002 243.00000 766.35300 77.28480 30653.61000
58645000 394.00000 902.16810 90.12700 290.87810
58648001 201.00000 667.50310 95.95840 769.20660
58658000 221.00000 458.41740 55.61890 332.71550
58670002 155.00000 350.57670 54.86370 581.16870
58710000 454.00000 722.62220 75.62540 790.77790
58720000 455.00000 750.41780 73.71710 318.14420
58730001 406.00000 674.23640 68.04690 1655.38400
58735000 265.00000 603.99480 63.93230 2355.08400
58736000 339.00000 482.60880 69.18930 1302.54200
58750000 437.00000 866.09280 58.12160 488.18310
58755000 404.00000 748.27060 57.52300 805.93530
58765001 295.00000 610.89940 66.83410 1780.70300
58770000 176.00000 561.32390 67.01200 5914.66400
58795000 47.00000 673.44750 74.17200 43352.80000
58825000 968.00000 1208.94250 121.40810 223.67880
58827000 580.00000 1097.46610 128.43260 539.16540
58846000 258.00000 887.10440 125.69090 1360.57500
58850000 81.00000 781.77790 130.52260 1810.39300
58870000 87.00000 449.72180 81.03170 1124.22500
58880001 20.00000 665.27110 76.65970 46947.09000
58910000 521.00000 767.04550 75.13100 144.75010
58916000 616.00000 947.77490 91.70760 401.09060
58917000 362.00000 869.76870 88.11020 748.96340
58920000 182.00000 598.18400 78.33970 2643.12400
58930000 432.00000 849.23320 116.97340 770.99080
58934000 191.00000 727.30300 109.18720 1339.18800
58940000 120.00000 551.21970 86.93300 5776.85300
58960000 36.00000 479.80320 84.13300 7169.30600
58974000 4.00000 625.78780 77.70930 55871.36000
59100000 18.00000 439.87900 128.87030 623.19110
59120000 913.00000 1188.82210 150.69490 64.40220
59125000 796.00000 1146.78710 152.85020 103.91590
59181000 19.00000 308.65110 146.34090 413.36330
59240000 19.00000 505.67530 186.32230 297.05840
59355000 1526.00000 1645.28000 95.35190 19.70340
59370000 43.00000 1175.90150 141.45730 637.33620
59380000 16.00000 970.31950 205.43890 80.49060
60010000 828.00000 954.33100 40.03820 2758.93400
60011000 788.00000 936.53780 40.13810 3821.47500
60100000 917.00000 1032.99230 39.02840 79.02630
60110000 732.00000 898.83800 37.64420 1972.57600
60130000 860.00000 966.86040 35.07630 134.70110
60145000 948.00000 1018.11240 30.09830 86.26370
60220000 978.00000 1155.79040 49.00960 1083.34800
60250000 879.00000 1060.78530 45.22500 1299.95900
60265000 878.00000 1051.26760 44.36590 1355.31400
60381000 813.00000 940.44850 20.65440 787.82900
60435000 1054.00000 1147.43210 33.19650 107.55870
60435100 1046.00000 1115.46320 31.76920 19.53780
60435200 1045.00000 1216.95940 38.93330 111.45480
60435300 1052.00000 1165.37660 41.92860 15.83270
60436000 1031.00000 1160.41420 34.61070 422.88090
60471200 950.00000 1033.08070 33.40300 198.89900
60473000 938.00000 1108.15810 38.48850 217.22730
60476100 903.00000 1069.68830 37.88810 678.14660
60477400 1022.00000 1166.16960 38.30370 235.26230
60477600 1010.00000 1103.95270 24.73050 126.05500
60478500 1035.00000 1109.00000 29.53480 136.85510
